CustId,TransId,Item
206,206,1273
206,206,1316
206,206,1407
206,206,1578
207,207,160
207,207,217
207,207,325
207,207,744
207,207,782
207,207,981
207,207,1121
207,207,1208
207,207,1882
207,207,2000
207,207,2205
207,207,2226
208,208,132
208,208,221
208,208,603
208,208,673
208,208,910
208,208,1157
208,208,1913
208,208,2244
208,208,2374
208,208,2996
209,209,93
209,209,388
209,209,517
209,209,668
209,209,1557
209,209,2790
209,209,2931
210,210,540
210,210,553
210,210,970
210,210,1178
210,210,1242
210,210,1621
210,210,2500
210,210,2568
210,210,2574
210,210,2781
211,211,17
211,211,425
211,211,1146
211,211,1372
211,211,1502
211,211,1540
211,211,2184
211,211,2819
211,211,2826
211,211,2886
212,212,11
212,212,416
212,212,419
212,212,723
212,212,902
212,212,1162
212,212,1194
212,212,1397
212,212,1514
212,212,1597
212,212,2648
212,212,2996
213,213,159
213,213,291
213,213,398
213,213,1068
213,213,1145
213,213,1217
213,213,1382
213,213,1526
213,213,1816
213,213,1831
213,213,1843
213,213,1985
213,213,2618
213,213,2743
214,214,490
214,214,676
214,214,1017
214,214,1276
214,214,1286
214,214,1325
214,214,1762
214,214,2126
214,214,2250
214,214,2268
214,214,2445
214,214,2957
215,215,13
215,215,124
215,215,240
215,215,707
215,215,745
215,215,1153
215,215,2745
216,216,38
216,216,707
216,216,827
216,216,1107
216,216,1186
216,216,1382
216,216,2026
216,216,2042
216,216,2333
216,216,2374
216,216,2708
217,217,119
217,217,219
217,217,232
217,217,298
217,217,1026
217,217,1302
217,217,1716
217,217,1990
217,217,2631
218,218,659
218,218,1367
218,218,1392
218,218,1475
218,218,1560
218,218,1714
218,218,1742
218,218,1907
218,218,1971
218,218,2155
218,218,2572
218,218,2861
218,218,2878
219,219,214
219,219,1295
219,219,1557
219,219,2216
219,219,2333
220,220,179
220,220,360
220,220,707
220,220,813
220,220,1324
220,220,1624
220,220,1767
220,220,2242
220,220,2339
220,220,2580
220,220,2780
221,221,873
221,221,1008
221,221,1074
221,221,1132
221,221,1209
221,221,1217
221,221,1229
221,221,2268
221,221,2631
221,221,2685
222,222,425
222,222,581
222,222,863
222,222,889
222,222,1392
222,222,1408
222,222,1632
222,222,1882
222,222,2256
222,222,2411
222,222,2679
222,222,2745
223,223,11
223,223,258
223,223,436
223,223,501
223,223,631
223,223,874
223,223,908
223,223,1113
223,223,1286
223,223,1417
223,223,1451
223,223,2001
223,223,2286
223,223,2413
223,223,2428
223,223,2472
223,223,2535
223,223,2538
223,223,2631
223,223,2652
223,223,2689
223,223,2744
224,224,784
224,224,927
224,224,1175
224,224,1217
224,224,2125
224,224,2181
224,224,2189
224,224,2424
224,224,2513
225,225,662
225,225,676
225,225,1136
225,225,1268
225,225,1584
225,225,2172
225,225,2274
225,225,2528
226,226,533
226,226,1003
226,226,1018
226,226,1373
226,226,1554
226,226,1898
226,226,2449
226,226,2639
226,226,2662
226,226,2851
226,226,2956
227,227,38
227,227,61
227,227,326
227,227,445
227,227,1144
227,227,1238
227,227,1436
227,227,1481
227,227,1761
227,227,2064
227,227,2227
227,227,2246
228,228,81
228,228,1070
228,228,1183
228,228,1205
228,228,1548
228,228,1849
228,228,1882
228,228,1898
228,228,2104
229,229,138
229,229,508
229,229,744
229,229,852
229,229,1113
229,229,1349
229,229,1593
229,229,1733
230,230,36
230,230,557
230,230,1686
230,230,2229
231,231,108
231,231,420
231,231,552
231,231,611
231,231,835
231,231,938
231,231,1047
231,231,1313
231,231,1509
231,231,1528
231,231,1730
231,231,1905
231,231,1990
231,231,2339
231,231,2433
232,232,527
232,232,688
232,232,797
232,232,931
232,232,996
232,232,1004
232,232,1036
232,232,1382
232,232,1621
232,232,1876
232,232,2627
232,232,2918
233,233,66
233,233,140
233,233,518
233,233,1005
233,233,1119
233,233,1473
233,233,1651
233,233,1725
233,233,1755
233,233,2080
233,233,2466
233,233,2861
233,233,2864
233,233,2933
233,233,2936
233,233,2964
234,234,161
234,234,903
234,234,1374
234,234,1529
234,234,1851
234,234,2007
234,234,2140
234,234,2193
234,234,2544
234,234,2991
235,235,8
235,235,279
235,235,631
235,235,1268
235,235,1415
235,235,1816
235,235,2387
235,235,2408
235,235,2726
236,236,701
236,236,988
236,236,1027
236,236,1627
236,236,2201
236,236,2964
236,236,2974
237,237,431
237,237,628
237,237,1276
237,237,1315
237,237,2063
237,237,2689
237,237,2692
238,238,117
238,238,318
238,238,423
238,238,572
238,238,1092
238,238,1343
238,238,1755
238,238,1996
238,238,2094
238,238,2163
238,238,2258
238,238,2503
238,238,2828
238,238,2986
239,239,40
239,239,176
239,239,246
239,239,732
239,239,806
239,239,1004
239,239,1302
239,239,1483
239,239,1643
239,239,2265
239,239,2314
239,239,2441
239,239,2658
239,239,2706
239,239,2866
239,239,2986
240,240,1112
240,240,1277
240,240,1318
240,240,2095
240,240,2449
240,240,2465
240,240,2472
240,240,2561
240,240,2781
241,241,135
241,241,1208
241,241,1301
241,241,1504
241,241,1518
241,241,1909
241,241,2227
241,241,2520
242,242,40
242,242,925
242,242,1143
242,242,1145
242,242,1239
242,242,1338
242,242,1554
242,242,1606
242,242,1916
242,242,2255
242,242,2630
242,242,2765
242,242,2963
243,243,51
243,243,93
243,243,119
243,243,231
243,243,444
243,243,543
243,243,1634
243,243,2617
243,243,2631
243,243,2647
243,243,2865
243,243,2886
243,243,2889
244,244,36
244,244,154
244,244,529
244,244,1411
244,244,2585
244,244,2699
244,244,2764
244,244,2861
245,245,38
245,245,119
245,245,891
245,245,963
245,245,1190
245,245,1599
245,245,1664
245,245,2228
245,245,2375
245,245,2781
246,246,7
246,246,148
246,246,320
246,246,330
246,246,464
246,246,625
246,246,652
246,246,827
246,246,1384
247,247,495
247,247,745
247,247,889
247,247,1019
247,247,1138
247,247,1416
247,247,1635
247,247,2368
247,247,2417
247,247,2733
248,248,280
248,248,592
248,248,860
248,248,881
248,248,963
248,248,1116
248,248,1184
248,248,1296
248,248,2193
248,248,2773
249,249,40
249,249,119
249,249,150
249,249,152
249,249,652
249,249,710
249,249,734
249,249,1020
249,249,1181
249,249,1184
249,249,1233
249,249,1332
249,249,1630
249,249,1767
249,249,2347
249,249,2524
249,249,2589
249,249,2903
250,250,168
250,250,692
250,250,813
250,250,1136
250,250,1190
250,250,1346
250,250,1448
250,250,2112
250,250,2636
251,251,289
251,251,293
251,251,403
251,251,420
251,251,815
251,251,1382
251,251,2932
252,252,1119
252,252,1300
252,252,1332
252,252,1529
252,252,2060
252,252,2318
252,252,2508
252,252,2564
252,252,2577
252,252,2858
252,252,2973
253,253,699
253,253,1126
253,253,1231
253,253,1541
253,253,1597
253,253,1688
253,253,2819
254,254,336
254,254,390
254,254,858
254,254,1156
254,254,1403
254,254,1554
254,254,2625
254,254,2637
254,254,2864
255,255,925
255,255,1183
255,255,1366
255,255,1925
255,255,2205
255,255,2694
255,255,2781
256,256,601
256,256,1928
256,256,1991
257,257,85
257,257,148
257,257,155
257,257,334
257,257,436
257,257,690
257,257,731
257,257,966
257,257,1413
257,257,1684
257,257,1986
257,257,2212
257,257,2321
257,257,2368
257,257,2477
257,257,2487
257,257,2852
257,257,2858
257,257,2864
258,258,227
258,258,342
258,258,654
258,258,907
258,258,1046
258,258,1126
258,258,1147
258,258,1233
258,258,1905
258,258,2079
258,258,2112
258,258,2186
258,258,2418
258,258,2625
258,258,2781
258,258,2992
259,259,311
259,259,348
259,259,813
259,259,903
259,259,1657
259,259,1731
259,259,2001
259,259,2004
259,259,2098
259,259,2590
260,260,51
260,260,578
260,260,755
260,260,858
260,260,2215
260,260,2555
260,260,2617
261,261,15
261,261,129
261,261,432
261,261,891
261,261,1136
261,261,1182
261,261,1412
261,261,1584
261,261,1756
261,261,2025
261,261,2062
261,261,2116
261,261,2343
261,261,2372
261,261,2527
261,261,2941
262,262,419
262,262,756
262,262,766
262,262,978
262,262,988
262,262,1500
262,262,1541
262,262,2689
262,262,2878
263,263,221
263,263,246
263,263,510
263,263,592
263,263,635
263,263,656
263,263,674
263,263,1005
263,263,1179
263,263,1429
263,263,1991
263,263,2828
263,263,2986
264,264,371
264,264,855
264,264,1463
264,264,1945
264,264,2169
264,264,2296
264,264,2337
264,264,2604
264,264,2676
264,264,2696
265,265,140
265,265,1026
265,265,1039
265,265,1119
265,265,1197
265,265,1232
265,265,1300
265,265,1569
265,265,2272
265,265,2861
266,266,517
266,266,732
266,266,1239
266,266,1389
266,266,1704
266,266,1882
266,266,2039
266,266,2157
266,266,2372
266,266,2527
266,266,2851
267,267,342
267,267,459
267,267,909
267,267,1276
267,267,1350
267,267,2116
267,267,2517
267,267,2544
268,268,67
268,268,469
268,268,851
268,268,892
268,268,1008
268,268,1582
268,268,1847
268,268,1936
268,268,2166
268,268,2948
269,269,914
269,269,1217
269,269,1318
269,269,2150
269,269,2509
269,269,2596
269,269,2699
269,269,2898
270,270,69
270,270,400
270,270,1722
270,270,1798
270,270,1868
270,270,1883
271,271,595
271,271,729
271,271,931
271,271,1023
271,271,1115
271,271,1184
271,271,1197
271,271,1382
271,271,1509
271,271,1843
271,271,2053
271,271,2166
271,271,2551
271,271,2669
272,272,173
272,272,488
272,272,1009
272,272,1018
272,272,1023
272,272,1529
272,272,1699
272,272,2056
272,272,2336
272,272,2397
272,272,2512
272,272,2666
272,272,2819
273,273,123
273,273,642
273,273,678
273,273,737
273,273,998
273,273,1390
273,273,1547
273,273,1557
273,273,2201
273,273,2434
274,274,100
274,274,671
274,274,697
274,274,1144
274,274,1464
274,274,1730
274,274,1876
274,274,1896
274,274,1905
274,274,2826
275,275,436
275,275,561
275,275,660
275,275,1216
275,275,1384
275,275,1499
275,275,1993
275,275,2476
275,275,2653
275,275,2850
276,276,336
276,276,540
276,276,1047
276,276,1541
276,276,1744
276,276,2477
276,276,2630
277,277,286
277,277,540
277,277,676
277,277,1277
277,277,1657
278,278,722
278,278,838
278,278,1506
278,278,1757
278,278,2140
278,278,2142
278,278,2397
278,278,2721
279,279,8
279,279,61
279,279,240
279,279,259
279,279,559
279,279,827
279,279,1003
279,279,1144
279,279,1459
279,279,2516
279,279,2685
279,279,2695
280,280,589
280,280,1036
280,280,1386
280,280,1563
280,280,1987
280,280,2201
280,280,2269
280,280,2489
281,281,221
281,281,1131
281,281,2017
281,281,2123
281,281,2513
281,281,2685
282,282,118
282,282,121
282,282,205
282,282,775
282,282,952
282,282,1911
282,282,2117
282,282,2284
282,282,2427
282,282,2886
283,283,354
283,283,421
283,283,603
283,283,837
283,283,1039
283,283,1042
283,283,1060
283,283,1179
283,283,1735
283,283,1895
283,283,2743
284,284,553
284,284,628
284,284,863
284,284,871
284,284,1029
284,284,1145
284,284,1205
284,284,1256
284,284,1741
284,284,2387
284,284,2947
284,284,2967
284,284,2991
285,285,7
285,285,375
285,285,444
285,285,815
285,285,1146
285,285,1713
285,285,1855
285,285,1864
285,285,1899
285,285,2268
286,286,155
286,286,544
286,286,690
286,286,871
286,286,881
286,286,1225
286,286,1273
286,286,1364
286,286,1983
286,286,2009
286,286,2424
286,286,2469
286,286,2748
286,286,2858
286,286,2864
287,287,108
287,287,316
287,287,607
287,287,1159
287,287,1213
287,287,1479
287,287,1530
287,287,1969
287,287,2303
287,287,2836
287,287,2986
288,288,14
288,288,246
288,288,385
288,288,753
288,288,1039
288,288,1411
288,288,2203
288,288,2214
288,288,2508
288,288,2608
288,288,2647
289,289,66
289,289,69
289,289,506
289,289,1442
289,289,1503
289,289,1613
289,289,2135
289,289,2610
289,289,2699
289,289,2706
289,289,2708
289,289,2722
289,289,2801
290,290,217
290,290,821
290,290,839
290,290,1342
290,290,1354
290,290,1810
290,290,2001
290,290,2174
290,290,2177
290,290,2372
290,290,2505
291,291,553
291,291,855
291,291,866
291,291,881
291,291,925
291,291,944
291,291,992
291,291,1132
291,291,1911
291,291,2222
291,291,2416
291,291,2535
292,292,231
292,292,553
292,292,554
292,292,652
292,292,655
292,292,791
292,292,1428
292,292,1784
292,292,1971
292,292,2021
292,292,2390
292,292,2596
293,293,752
293,293,825
293,293,1554
293,293,1756
293,293,1905
293,293,1991
293,293,2057
293,293,2145
293,293,2155
293,293,2300
293,293,2321
293,293,2362
293,293,2406
293,293,2469
293,293,2565
293,293,2819
294,294,12
294,294,909
294,294,937
294,294,1412
294,294,2173
294,294,2856
295,295,404
295,295,540
295,295,800
295,295,1559
295,295,1722
295,295,1756
295,295,2140
295,295,2320
295,295,2719
296,296,662
296,296,676
296,296,1136
296,296,1756
296,296,2227
296,296,2274
296,296,2699
296,296,2860
297,297,575
297,297,1795
297,297,2507
297,297,2634
297,297,2680
297,297,2772
297,297,2778
298,298,78
298,298,845
298,298,1232
298,298,1241
298,298,1500
298,298,2125
298,298,2222
298,298,2359
298,298,2433
298,298,2550
298,298,2593
298,298,2628
298,298,2967
299,299,8
299,299,104
299,299,799
299,299,871
299,299,1119
299,299,1382
299,299,1484
299,299,2301
299,299,2363
299,299,2578
299,299,2585
300,300,1415
300,300,1882
300,300,1911
300,300,2026
300,300,2345
301,301,70
301,301,303
301,301,420
301,301,495
301,301,511
301,301,745
301,301,772
301,301,1019
301,301,1023
301,301,1269
301,301,1731
301,301,1903
301,301,2289
301,301,2368
302,302,85
302,302,87
302,302,221
302,302,311
302,302,375
302,302,445
302,302,627
302,302,1284
302,302,1559
302,302,2387
302,302,2595
302,302,2680
302,302,2825
303,303,284
303,303,912
303,303,954
303,303,1034
303,303,1125
303,303,1300
303,303,1499
303,303,2116
303,303,2413
303,303,2504
303,303,2516
303,303,2518
303,303,2860
304,304,749
304,304,1014
304,304,1111
304,304,1112
304,304,1233
304,304,1620
304,304,1912
304,304,2063
304,304,2930
305,305,1389
305,305,1574
305,305,1836
305,305,1903
305,305,2301
305,305,2471
306,306,17
306,306,159
306,306,606
306,306,627
306,306,656
306,306,1113
306,306,1144
306,306,1284
306,306,1301
306,306,1401
306,306,2005
306,306,2250
306,306,2341
306,306,2514
306,306,2624
306,306,2680
307,307,214
307,307,624
307,307,1230
307,307,2129
307,307,2617
307,307,2736
307,307,2960
308,308,296
308,308,553
308,308,599
308,308,1584
308,308,1740
308,308,1803
308,308,1880
308,308,2449
308,308,2658
308,308,2841
309,309,648
309,309,981
309,309,1026
309,309,1225
309,309,1249
309,309,1504
310,310,63
310,310,125
310,310,1228
310,310,1406
310,310,1605
310,310,1610
310,310,1671
310,310,1703
310,310,2006
310,310,2028
310,310,2850
310,310,2858
310,310,2861
311,311,89
311,311,485
311,311,598
311,311,647
311,311,891
311,311,1113
311,311,1235
311,311,1500
311,311,2648
311,311,2920
312,312,265
312,312,283
312,312,700
312,312,1175
312,312,1329
312,312,1341
312,312,1738
312,312,1836
312,312,2131
312,312,2189
312,312,2397
312,312,2605
313,313,326
313,313,1158
313,313,1363
313,313,1765
313,313,1883
313,313,2112
313,313,2129
313,313,2389
313,313,2418
314,314,344
314,314,410
314,314,538
314,314,546
314,314,559
314,314,767
314,314,1014
314,314,1355
314,314,1384
314,314,1407
314,314,1462
314,314,1554
314,314,1784
314,314,2155
314,314,2240
314,314,2254
314,314,2637
314,314,2688
314,314,2699
314,314,2843
314,314,2964
315,315,144
315,315,442
315,315,913
315,315,1184
315,315,1526
315,315,1651
315,315,2012
315,315,2241
315,315,2856
315,315,2923
316,316,29
316,316,412
316,316,947
316,316,1389
316,316,1529
316,316,1937
316,316,2226
316,316,2617
316,316,2653
317,317,679
317,317,806
317,317,902
317,317,931
317,317,1458
317,317,2063
317,317,2342
317,317,2628
317,317,2669
317,317,2871
318,318,157
318,318,920
318,318,1697
318,318,1783
319,319,429
319,319,553
319,319,607
319,319,697
319,319,782
319,319,1269
319,319,1296
319,319,1354
319,319,1557
319,319,2540
320,320,61
320,320,69
320,320,139
320,320,197
320,320,293
320,320,354
320,320,1184
320,320,1205
320,320,2428
320,320,2565
320,320,2585
320,320,2736
320,320,2915
321,321,52
321,321,387
321,321,437
321,321,981
321,321,1432
321,321,1463
321,321,1586
321,321,1635
321,321,1756
321,321,2600
321,321,2860
322,322,432
322,322,595
322,322,1971
322,322,2250
323,323,226
323,323,1202
323,323,1470
323,323,1475
323,323,1780
323,323,1794
323,323,2190
324,324,76
324,324,414
324,324,459
324,324,1545
324,324,1790
324,324,2377
324,324,2857
325,325,405
325,325,2095
325,325,2244
325,325,2653
325,325,2912
325,325,2930
326,326,209
326,326,611
326,326,2254
326,326,2524
327,327,364
327,327,883
327,327,1146
327,327,1217
327,327,1229
327,327,2021
327,327,2190
327,327,2401
327,327,2631
327,327,2685
328,328,47
328,328,137
328,328,138
328,328,528
328,328,909
328,328,1483
328,328,2301
328,328,2355
328,328,2732
328,328,2976
329,329,124
329,329,456
329,329,522
329,329,651
329,329,764
329,329,894
329,329,946
329,329,948
329,329,1026
329,329,1107
329,329,1344
329,329,1436
329,329,1699
329,329,1852
329,329,2135
329,329,2277
329,329,2647
329,329,2796
329,329,2843
330,330,320
330,330,374
330,330,387
330,330,1054
330,330,1171
330,330,1191
330,330,1419
330,330,1652
330,330,1799
330,330,1803
330,330,1880
330,330,2095
330,330,2134
330,330,2278
330,330,2280
330,330,2401
330,330,2680
330,330,2721
330,330,2882
331,331,89
331,331,95
331,331,146
331,331,318
331,331,1671
331,331,2086
331,331,2113
331,331,2347
332,332,86
332,332,1034
332,332,1379
332,332,1422
332,332,1658
332,332,2021
332,332,2545
332,332,2786
333,333,38
333,333,51
333,333,277
333,333,951
333,333,968
333,333,1484
333,333,2339
333,333,2569
333,333,2717
334,334,154
334,334,478
334,334,1541
334,334,1843
334,334,2191
334,334,2214
334,334,2234
334,334,2315
334,334,2772
335,335,503
335,335,1733
336,336,1003
336,336,1111
336,336,1502
336,336,1823
336,336,1905
336,336,1991
336,336,2292
336,336,2324
336,336,2589
336,336,2663
336,336,2802
337,337,155
337,337,368
337,337,1007
337,337,1190
337,337,1290
337,337,1459
337,337,1602
337,337,2026
337,337,2141
338,338,21
338,338,403
338,338,509
338,338,1036
338,338,1060
338,338,1121
338,338,1302
338,338,1367
338,338,1396
338,338,2372
338,338,2502
338,338,2852
338,338,2934
339,339,45
339,339,190
339,339,790
339,339,1508
339,339,2315
339,339,2408
339,339,2894
340,340,66
340,340,715
340,340,994
340,340,998
340,340,1007
340,340,1073
340,340,1384
340,340,1798
340,340,2246
340,340,2555
341,341,67
341,341,420
341,341,519
341,341,1561
341,341,1679
341,341,1821
341,341,1855
341,341,2053
341,341,2563
341,341,2569
342,342,346
342,342,358
342,342,529
342,342,545
342,342,709
342,342,769
342,342,1135
342,342,1324
342,342,1529
342,342,1576
342,342,1671
342,342,1909
342,342,2339
342,342,2504
342,342,2535
343,343,179
343,343,510
343,343,1171
343,343,1561
343,343,1954
343,343,2444
343,343,2524
343,343,2608
344,344,109
344,344,233
344,344,790
344,344,959
344,344,1187
344,344,1318
344,344,1710
344,344,2212
344,344,2519
344,344,2611
345,345,277
345,345,339
345,345,501
345,345,553
345,345,628
345,345,1169
345,345,1412
345,345,1437
345,345,1823
345,345,2079
345,345,2442
346,346,214
346,346,1502
346,346,2089
346,346,2448
347,347,2171
347,347,2425
347,347,2529
347,347,2600
347,347,2650
348,348,148
348,348,1246
348,348,1356
348,348,1684
348,348,2625
348,348,2695
349,349,17
349,349,521
349,349,553
349,349,915
349,349,1036
349,349,1396
349,349,1621
349,349,1652
349,349,1755
349,349,2676
349,349,2751
349,349,2834
350,350,444
350,350,1508
350,350,1876
350,350,2060
350,350,2266
350,350,2269
350,350,2512
350,350,2900
351,351,171
351,351,377
351,351,491
351,351,603
351,351,652
351,351,1136
351,351,1899
351,351,1965
351,351,2021
351,351,2789
352,352,594
352,352,1343
352,352,1423
352,352,2009
352,352,2375
352,352,2416
353,353,679
353,353,806
353,353,902
353,353,2063
353,353,2669
354,354,11
354,354,601
354,354,715
354,354,767
354,354,1465
354,354,1624
354,354,1647
354,354,1990
354,354,2089
354,354,2401
354,354,2448
354,354,2896
354,354,2907
355,355,399
355,355,1020
355,355,1275
355,355,1276
355,355,2001
355,355,2631
356,356,36
356,356,227
356,356,456
356,356,827
356,356,850
356,356,1315
356,356,1735
356,356,2064
356,356,2315
356,356,2634
357,357,520
357,357,572
357,357,1094
357,357,1276
357,357,1952
357,357,2053
357,357,2579
357,357,2700
358,358,1559
358,358,2090
358,358,2857
359,359,277
359,359,364
359,359,373
359,359,825
359,359,1095
359,359,1239
359,359,1559
359,359,1617
359,359,2001
359,359,2867
360,360,127
360,360,662
360,360,813
360,360,1277
360,360,2042
360,360,2053
360,360,2285
360,360,2471
361,361,278
361,361,376
361,361,993
361,361,1343
361,361,1498
361,361,1753
361,361,1940
361,361,1971
361,361,2167
361,361,2397
361,361,2726
362,362,36
362,362,179
362,362,258
362,362,1027
362,362,1202
362,362,1280
362,362,1323
362,362,1452
362,362,1545
362,362,2227
362,362,2383
363,363,51
363,363,539
363,363,974
363,363,1382
363,363,1441
363,363,1475
363,363,2070
363,363,2102
363,363,2617
363,363,2793
363,363,2898
364,364,148
364,364,280
364,364,348
364,364,662
364,364,959
364,364,1160
364,364,1313
364,364,1451
364,364,2112
364,364,2126
364,364,2642
364,364,2691
364,364,2699
365,365,465
365,365,471
365,365,509
365,365,541
365,365,586
365,365,628
365,365,871
365,365,882
365,365,899
365,365,998
365,365,1294
365,365,1531
365,365,1590
365,365,1688
365,365,1971
365,365,2769
366,366,181
366,366,300
366,366,2212
366,366,2833
367,367,150
367,367,603
367,367,930
367,367,950
367,367,1536
367,367,1551
367,367,1606
367,367,2667
367,367,2705
367,367,2761
368,368,140
368,368,561
368,368,612
368,368,674
368,368,889
368,368,1013
368,368,1216
368,368,1372
368,368,1461
368,368,1499
368,368,1557
368,368,1638
368,368,2781
368,368,2850
368,368,2857
369,369,583
369,369,827
369,369,1523
369,369,1675
369,369,1823
369,369,2022
369,369,2397
369,369,2778
370,370,465
370,370,541
370,370,553
370,370,586
370,370,628
370,370,871
370,370,882
370,370,1531
370,370,1688
370,370,1971
370,370,2209
370,370,2234
370,370,2395
371,371,5
371,371,543
371,371,682
371,371,709
371,371,798
371,371,1136
371,371,1292
371,371,1471
371,371,1770
371,371,1949
371,371,2191
371,371,2642
372,372,202
372,372,413
372,372,464
372,372,806
372,372,1536
372,372,1554
372,372,1626
372,372,1650
372,372,2163
372,372,2516
372,372,2556
372,372,2790
372,372,2916
373,373,87
373,373,628
373,373,686
373,373,690
373,373,1536
373,373,2986
374,374,6
374,374,191
374,374,293
374,374,803
374,374,1109
374,374,1273
374,374,1617
374,374,1909
374,374,2242
374,374,2250
374,374,2284
374,374,2777
374,374,2840
375,375,34
375,375,63
375,375,117
375,375,266
375,375,806
375,375,1621
375,375,2382
375,375,2642
375,375,2910
376,376,231
376,376,571
376,376,612
376,376,1148
376,376,1273
376,376,1968
376,376,2187
376,376,2622
376,376,2865
377,377,303
377,377,644
377,377,996
377,377,1027
377,377,1247
377,377,1302
377,377,1466
377,377,1622
377,377,1664
377,377,1952
377,377,1982
377,377,2042
377,377,2060
377,377,2373
377,377,2377
377,377,2541
378,378,1146
378,378,1202
378,378,1372
378,378,2747
378,378,2899
378,378,2901
379,379,446
379,379,594
379,379,970
379,379,1343
379,379,1423
379,379,1621
379,379,2009
379,379,2375
379,379,2416
379,379,2589
379,379,2912
380,380,40
380,380,209
380,380,673
380,380,697
380,380,1183
380,380,1899
380,380,2383
380,380,2432
380,380,2760
381,381,807
381,381,820
381,381,1141
381,381,1240
381,381,1592
381,381,1673
382,382,371
382,382,518
382,382,571
382,382,1216
382,382,1536
382,382,2001
382,382,2186
382,382,2321
382,382,2390
382,382,2407
382,382,2413
382,382,2625
382,382,2680
383,383,36
383,383,98
383,383,289
383,383,319
383,383,647
383,383,686
383,383,845
383,383,921
383,383,1313
383,383,1632
383,383,2041
383,383,2373
383,383,2380
383,383,2680
384,384,265
384,384,289
384,384,354
384,384,686
384,384,800
384,384,1095
384,384,1524
384,384,1559
384,384,1681
384,384,2852
385,385,17
385,385,119
385,385,152
385,385,1181
385,385,1233
385,385,1285
385,385,1386
385,385,2042
385,385,2347
385,385,2397
385,385,2715
386,386,69
386,386,371
386,386,404
386,386,1413
386,386,1790
386,386,1821
386,386,1836
386,386,1887
386,386,2195
386,386,2223
386,386,2302
386,386,2448
386,386,2471
386,386,2696
387,387,93
387,387,1127
387,387,1186
387,387,1383
387,387,1668
387,387,1887
387,387,1940
387,387,2054
387,387,2852
388,388,3
388,388,137
388,388,337
388,388,472
388,388,664
388,388,1092
388,388,1462
388,388,1731
388,388,1876
388,388,1910
388,388,1973
388,388,2250
388,388,2556
388,388,2565
388,388,2628
388,388,2714
389,389,432
389,389,480
389,389,670
389,389,673
389,389,684
389,389,735
389,389,854
389,389,1125
389,389,1136
389,389,1508
389,389,2095
389,389,2590
389,389,2630
389,389,2872
389,389,2975
390,390,289
390,390,446
390,390,970
390,390,1178
390,390,1428
390,390,1621
390,390,2634
390,390,2924
391,391,98
391,391,1217
391,391,1341
391,391,1535
391,391,1643
391,391,2266
391,391,2401
391,391,2708
391,391,2743
391,391,2856
391,391,2894
392,392,118
392,392,167
392,392,233
392,392,950
392,392,994
392,392,1170
392,392,1314
392,392,1917
392,392,2031
392,392,2691
392,392,2765
392,392,2769
393,393,36
393,393,71
393,393,127
393,393,529
393,393,874
393,393,1048
393,393,1195
393,393,1284
393,393,1606
393,393,2025
393,393,2197
393,393,2266
394,394,628
394,394,839
394,394,1437
394,394,2079
394,394,2372
395,395,226
395,395,1202
395,395,1475
396,396,329
396,396,772
396,396,1361
396,396,1372
396,396,1982
397,397,336
397,397,520
397,397,753
397,397,837
397,397,1170
397,397,1589
397,397,1599
397,397,1820
397,397,1993
397,397,2250
397,397,2642
397,397,2699
398,398,42
398,398,994
398,398,1187
398,398,1834
398,398,2131
398,398,2171
398,398,2265
398,398,2600
398,398,2715
399,399,259
399,399,565
399,399,1026
399,399,1346
399,399,1870
399,399,2038
399,399,2127
399,399,2296
399,399,2625
399,399,2826
399,399,2856
400,400,107
400,400,132
400,400,1279
400,400,2026
400,400,2528
401,401,103
401,401,235
401,401,538
401,401,729
401,401,851
401,401,988
401,401,1082
401,401,1113
401,401,1397
401,401,1554
401,401,1608
401,401,1801
401,401,2024
401,401,2672
401,401,2955
402,402,1019
402,402,2414
402,402,2565
402,402,2947
403,403,108
403,403,193
403,403,607
403,403,1092
403,403,1213
403,403,1486
403,403,1599
403,403,1969
403,403,1973
403,403,2166
403,403,2296
403,403,2500
403,403,2625
403,403,2647
404,404,360
404,404,1559
404,404,1584
404,404,1852
404,404,2010
404,404,2151
405,405,36
405,405,171
405,405,544
405,405,564
405,405,656
405,405,909
405,405,1084
405,405,1108
405,405,1618
405,405,1668
405,405,1882
405,405,1887
405,405,1893
405,405,2246
405,405,2362
405,405,2370
405,405,2378
405,405,2722
406,406,137
406,406,471
406,406,853
406,406,896
406,406,1067
406,406,1389
406,406,1557
406,406,2131
406,406,2599
407,407,38
407,407,471
407,407,546
407,407,811
407,407,1119
407,407,1286
407,407,1411
407,407,2233
407,407,2585
407,407,2826
408,408,171
408,408,377
408,408,491
408,408,603
408,408,1233
408,408,1652
408,408,1899
408,408,1965
408,408,2360
409,409,656
409,409,733
409,409,820
409,409,1141
409,409,1946
410,410,160
410,410,360
410,410,564
410,410,813
410,410,1602
410,410,1755
410,410,2013
410,410,2242
410,410,2339
410,410,2645
410,410,2780
410,410,2833
411,411,289
411,411,326
411,411,845
411,411,1233
411,411,1406
411,411,1458
411,411,1798
411,411,1826
411,411,2255
411,411,2388
412,412,40
412,412,677
412,412,877
412,412,1234
412,412,1316
412,412,1372
412,412,1407
412,412,1493
412,412,1578
412,412,1651
412,412,2338
412,412,2464
412,412,2659
413,413,109
413,413,233
413,413,401
413,413,507
413,413,518
413,413,1149
413,413,1187
413,413,1232
